ID,Term,Chinese,Language
2119,concitato {It.},激動的；感動的,義
2120,concord,協和和絃,英
2121,concord harmonies,協和和絃和聲,英
2122,concordant intervals,協和音程,英
2123,concours de musique {Fr.},音樂比賽,法
2124,condotta delle voci {It.},聲部進行,義
2125,conducteur {Fr.},簡化總譜,法
2126,conducting,指揮法,英
2127,conductor,指揮,英
2128,Conductus motet,康都經文歌,英
2129,conductus {Lat.},康都曲風,拉
2130,conduite des voix {Fr.},聲部進行,法
2131,confinalis {Lat.},副終止音（教會調式）,拉
2132,conga ( drums ),康加鼓,英
2133,congoerá {Sp.},拱戈耶拉｛擦響器｝,西
2134,conjunct and disjunct,級進與跳進,英
2135,conjunct degree,連續級,英
2136,conjunct motion,級進,英
2137,conjunct tetrachords,直接四音組,英
2138,conjunctura {Lat.},方形記譜,拉
2139,connection of chords,和弦連接,英
2140,consecutive dominant chords,連續屬和弦（絃）,英
2141,consecutive fifths,連續五度,英
2142,consecutive fourths,連續四度,英
2143,consecutive octaves,連續八度,英
2144,consecutive seconds,連續二度,英
2145,consecutive sevenths,連續七度,英
2146,consecutive unisons,連續同度,英
2147,consecutives,連續,英
2148,consequent phrase,後分句,英
2149,conservatoire {Fr.},音樂學院,法
2150,conservatorio {It.}{Sp.},音樂學院,義．西
2151,conservatory,音樂學院,英
2152,consolations {Fr.},安慰,法
2153,console,演奏台（管風琴）；混音器；控制台,英
2154,consonance imparfaite {Fr.},不完全協和；不完全協和音　,法
2155,consonance parfaite {Fr.},完全協和,法
2156,consonance {Fr.},協和；協和音,英˙法
2157,consonant,子音,英
2158,consonant chord,協和和弦（絃）,英
2159,consonant interval,協和音程,英
2160,consonante {It.},子音,義
2161,consonanza imperfetta {It.},不完全協和；不完全協和音,義
2162,consonanza perfetta {It.},完全協和,義
2163,consonanza {It.},協和；協和音,義
2164,consonne {Fr.},子音,法
2165,consort,同類樂器重奏,英
2166,conte {Fr.},情景曲,法
2167,contemporary music,當代音樂,英
2168,continental fingering,歐陸指法,英
2169,continental tango,歐陸探戈舞曲,英
2170,continuity,連續性,英
2171,continuo instrument,數字低音樂器,英
2172,continuo {It.},持續低音；數字低音,義
2173,contra octave,下一點八度（音域）,英
2174,contrabass,低音提琴,英
2175,contrabass clarinet,倍低音單簧管,英
2176,contrabass clef,下低音譜號,英
2177,contrabass sarrusophone,倍低音薩魯管,英
2178,contrabass saxophone,倍低音薩氏管,英
2179,contrabass trombone,倍低音長號,英
2180,contrabass tuba,低音號,英
2181,contrabassoon,倍低音管,英
2182,contraction of sentence,樂句縮短,英
2183,contradanza {Sp.},鄉村舞曲；對舞舞曲,西
2184,contraddanza {It.},鄉村舞曲；對舞舞曲,義
2185,contrafactum {It.},換詞歌曲,義
2186,contrafagotto {It.},倍低音管,義
2187,contraltist {It.},女中音閹歌手,義
2188,contralto {It.},中音；女低音,義
2189,contraponto doppio {It.},二部對位,義
2190,contrappunto eguale {It.},等值對位法,義
2191,contrappunto ineguale {It.},不等值對位法,義
2192,contrappunto invertibile {It.},複對位,義
2193,Contrappunto quadruplo {It.},四部複對位法,義
2194,contrappunto quintuple {It.},五部複對位法,義
2195,contrappunto triplo {It.},三部對位,義
2196,contrappunto {It.},對位法,義
2197,contrapunctus aequalis {Lat.},等值對位法,拉
2198,contrapunctus inaequalis {Lat.},不等值對位法,拉
2199,contrapunctus {Lat.},對位法；對位,拉
2200,contrapuntist,對位法家,英
2201,contrapunto {Sp.},對位法,西
2202,contrary motion,反行,英
2203,contrast construction,對比構造,英
2204,contrasted motive,對比動機,英
2205,Contratanz {Ger.},鄉村舞曲；對舞舞曲,德
2206,contre chant {Fr.},對位聲部；對旋律,法
2207,contre octave {Fr.},下一點八度（音域）,法
2208,contre sujet {Fr.},對句；對位主題,法
2209,contrebasse à pistons {Fr.},活塞式低音號,法
2210,contrebasse d'harmonie {Fr.},奧菲克萊德號,法
2211,contrebasson {Fr.},倍低音管,法
2212,contredanse {Fr.},鄉村舞曲；對舞舞曲,法
2213,contrepoint doublé {Fr.},二部對位,法
2214,contrepoint en ronde {Lat.},等值對位法,拉
2215,contrepoint fleuri {Fr.},華彩對位,法
2216,contrepoint imitatif {Fr.},模仿對位法,法
2217,contrepoint inégal {Fr.},不等值對位法,法
2218,contrepoint libre {Fr.},自由對位,法
2219,Contrepoint quadruple {Fr.},四部複對位法,法
2220,contrepoint quintuple {Fr.},五部複對位法,法
2221,contrepoint renversable {Fr.},複對位,法
2222,contrepoint strict {Fr.},嚴格對位,法
2223,contrepoint triple {Fr.},三部對位,法
2224,contrepoint {Fr.},對位法,法
2225,contreteneur {Fr.},中音 ｛音域｝；假聲中音,法
2226,controcanto {It.},對位聲部；對旋律,義
2227,controsoggetto {It.},對句；對位主題,義
2228,controtema {It.},對句；對位主題,義
2229,convenient notation,簡便記譜法,英
2230,Cool jazz,冷爵士,英
2231,coon song,黑人歌,英
2232,coperti {pl.} {It.},蒙布奏的；覆蓋；掩蓋,義
2233,coperto {It.},蒙布奏的；覆蓋,義
2234,copista {It.},抄譜家,義
2235,copiste {Fr.},抄譜家,法
2236,copla,科普拉歌,英
2237,Coppel {Ger.},聯鍵音栓（管風琴）,德
2238,copula {Lat.},聯結,拉
2239,copyist,抄譜家,英
2240,copyright,著作權；版權,英
2241,Cor à main {Fr.},手號,法
2242,cor à pistons {Fr.},有鍵號,法
2243,cor anglais {Fr.},英國管,法
2244,cor d'harmonie {Fr.},自然號,法
2245,cor de basset {Fr.},巴塞管,法
2246,cor de chasse {Fr.},獵號,法
2247,cor des Aples {Fr.},阿爾卑斯號,法
2248,cor en signal {Lat.},信號,拉
2249,cor {Fr.},號角，圓號；號角音栓｛管風琴｝,法
2250,cor-oboe,雙簧管音栓（管風琴）,英
2251,corale per organo {It.},管風琴聖詠,義
2252,corda {It.},弦（絃）,義
2253,corde à vide {Fr.},空弦（絃）,法
2254,corde di resonanza {It.},共鳴弦（絃）,義
2255,corde en boyau {Fr.},腸弦（絃）,法
2256,corde nuit {Fr.},守夜號音栓（管風琴）,法
2257,corde vocali {It.},聲帶,義
2258,corde {Fr.},弦（絃）,法
2259,cordes sympathiques {Fr.},共鳴弦（絃）,法
2260,cordes vocales {Fr.},聲帶,法
2261,cordier {Fr.},繫弦（絃）板,法
2262,cordiera {It.},繫弦（絃）板,義
2263,cori spezzati {It.},複合唱,義
2264,corista {It.},音叉；標準音高；合唱團員,義
2265,cormet de poste {Fr.},郵號,法
2266,cornemuse {Fr.},法國風笛,法
2267,cornet,短號；郵號；角號；角號音栓｛管風琴｝,英
2268,Cornet à pistons {Fr.},有鍵短號,法
2269,cornet stop,短號音栓,英
2270,corneta {Sp.},短號；郵號；角號；角號音栓｛管風琴｝,西
2271,Cornett {Ger.},短號；郵號；角號；角號音栓｛管風琴｝,德
2272,cornetta di postiglione {It.},郵號,義
2273,cornetta {It.},短號；郵號；角號；角號音栓｛管風琴｝,義
2274,Corno a mano {It.},手號,義
2275,corno alto and corno basso {It.},高音號和英國蛇號,義
2276,corno alto {It.},高音號,義
2277,corno basso {It.},英國蛇號；英國蛇號音栓,義
2278,corno da caccia {It.},獵號,義
2279,corno da segnale {Fr.},信號,法
2280,corno di bassetto {It.},巴塞管,義
2281,corno dolce,柔音圓號音栓（管風琴）,英
2282,corno doppio {It.},雙調圓號,義
2283,corno inglese {It.},英國管,義
2284,corno naturale {It.},自然號,義
2285,corno ventile {It.},活塞號角,義
2286,corno {It.},號角，圓號；號角音栓｛管風琴｝,義
2287,cornopean,短號；短號音栓,英
2288,cornu {Lat.},號角,拉
2289,coro di chiesa {It.},聖歌隊,義
2290,coro femminile {It.},女聲合唱；女生合唱團,義
2291,coro maschile {It.},男聲合唱；男聲合唱團,義
2292,coro spezzato {It.},複合唱,義
2293,coro {It.},合唱；合唱團,義
2294,corona {It.},停留記號；延長記號；延長音,義
2295,coronation anthems,加冕頌歌,英
2296,corpo de musique {Fr.},軍樂隊,法
2297,corpo di musica {It.},軍樂隊,義
2298,corps de rechange {Fr.},變音管,法
2299,corranach,蘇格蘭輓歌,英
2300,corrente {It.},庫朗舞曲,義
2301,corrido {Sp.},柯利多舞曲,西
2302,corthol,庫塔爾管,英
2303,corto {It.},短小的,義
2304,coryphée {Fr.},領班；領唱者,法
2305,cosaque {Fr.},哥薩克舞曲,法
2306,Così {It.},如此,義
2307,cossack,哥薩克舞曲,英
2308,côté cour {Fr.},舞臺右側｛面對舞臺｝,法
2309,côté jardin {Fr.},舞臺左側｛面對舞臺｝,法
2310,côtelettes {Fr.},筷子曲,法
2311,cotillon {Fr.},柯第永舞,法
2312,counter exposition,對應呈示部,英
2313,counter subject,對句,英
2314,counter voice,對位聲部；對旋律,英
2315,counterfugue,反行復格,英
2316,counterpoint,對位法,英
2317,countersubject,對題,英
2318,countertenor,假聲男高音；中音{音域},英
2319,counting time,數拍,英
2320,country dance,鄉村舞曲；對舞舞曲,英
2321,country music,鄉村音樂,英
2322,coup d'archet {Fr.},弓法　,法
2323,coup de glotte {Fr.},振動聲門,法
2324,coup de langue {Fr.},運舌法,法
2325,couplet {Fr.},主歌｛舞歌｝；變化段｛輪旋曲｝；二連音；二連音符,法
2326,coupure {Fr.},刪除,法
2327,courante {Fr.},庫朗舞曲,法
2328,course,同音弦組,英
2329,court song,宮廷歌曲,英
2330,courtaud {Fr.},庫塔爾管,法
2331,covered fifths,隱伏五度,英
2332,covered octaves,隱伏八度,英
2333,covered unison,隱伏同度,英
2334,cow horn,牛角號,英
2335,Cowbell,牛鈴,英
2336,cowhorn,牛號,英
2337,crab canon,逆行卡農,英
2338,crab motion,蟹行,英
2339,cradle song,搖籃曲,英
2340,création artistique {Fr.},藝術創作,法
2341,Creative music making,創作性音樂學習法,英
2342,crécelle {Fr.},嘎嘎器,法
2343,credo,信經,義
2344,"Cremona School, The",格里摩那派,英
2345,creole music,拉丁多民族因素音樂,英
2346,creole music {It.},混血音樂,英
2347,crescendo ed animando {It.},漸強而有活力的,義
2348,crescendo molto {It.},大幅度漸強,義
2349,crescendo pedal,漸強踏瓣,英
2350,crescendo pédale {Fr.},漸強踏瓣,法
2351,crescendo subito {It.},立即漸強,義
2352,crescendo {It.},漸強,義
2353,critique musicale {Fr.},音樂評論,法
2354,croche {Fr.},八分音符；符尾,法
2355,croma {It.},八分音符,義
2356,cromatico {It.},半音的；變化音的,義
2357,cromatismo {It.},半音體系；半音風格；半音主義,義
2358,cromorne {Fr.},克隆姆管；克隆姆管音栓,法
2359,cromorno {It.},克隆姆管；克隆姆管音栓,義
2360,crook,變音管,英
2361,croon,低吟唱,英
2362,crooner,哼唱者,英
2363,crooning,輕唱；低聲唱,英
2364,cross accent,交叉重音,英
2365,cross fingering,交叉指法,英
2366,cross flute,橫笛,英
2367,cross relation,假關係；交叉關係,英
2368,cross rhythm,交叉節奏,英
2369,cross-accent,交叉重音,英
2370,cross-fingering,交叉指法,英
2371,cross-rhythm,交叉節奏,英
2372,crossing of parts,聲部交叉,英
2373,crotales {Fr.},古鈸；古響板,法
2374,crotchet,四分音符；黑音符,英
2375,crotchet rest,四分休止符,英
2376,crowd,克魯特琴,英
2377,Crucifixus {Lat.},被釘在十字架上,拉
2378,cruit,克魯特琴（愛爾蘭）,愛爾蘭
2379,crumhorn,克隆姆管；克隆姆管音栓,英
2380,crutoll,庫塔爾管,英
2381,crwth {welsh},克魯特琴,英
2382,csárdás {Hu.},查爾達斯舞曲,匈
2383,cuando,關多舞曲｛拉丁美洲｝,西
2384,cuator {Sp.},小吉他,西
2385,Cuban bongos,古巴班戈鼓,英
2386,cuckoo,布穀笛,英
2387,cue,導引樂句；提示,英
2388,cueca {Sp.},奎卡舞曲,西
2389,cuerda {Sp.},弦（絃）,西
2390,Cuivré {Fr.},吼聲,法
2391,cumbia {Sp.},昆比亞舞曲,西
2392,cupo {It.},陰暗的,義
2393,curlew sign,布瑞頓休止符,英
2394,curtain music,間奏曲,英
2395,curtain tune,間奏曲,英
2396,curtal,庫塔爾管,英
2397,curtle,庫塔爾管,英
2398,cutlets {Fr.},筷子曲,法
2399,cycle,連篇；循環,英
2400,cycle de mélodies {Fr.},聯篇歌曲,法
2401,cycle des quintes {Fr.},五度圈,法
2402,cyclic form,連篇形式；連章形式,英
2403,cyclic mass,連章彌撒曲,英
2404,cylindre {Fr.},活塞,法
2405,cymbale,鈸,英
2406,cymbales antiques {Fr.},古鈸；古鐃鈸,法
2407,cymbalon,揚琴（東歐）,英
2408,cymbals,鈸｛雙面｝；鈸｛鐃鈸、銅鈸｝,英
2409,cymbalum {Lat.},鈸,拉
2410,cymbel,羽管音栓（管風琴）,英
2411,Czardas {Fr.},查爾達斯舞曲,英˙法
2412,D sharp,升Ｄ,英
2413,D.C.=da capo {It.},返始,義
2414,D.S.=dal segno; al segno,從S記號反復,義
2415,da capo aria {It.},返始詠唱調,義
2416,da capo {It.},返始；從頭反覆,義
2417,da {It.},自；從；由；在…,義
2418,Dagu[中],大鼓,中
2419,Dah-ching[中],大罊,中
2420,Dah-huh[中],大護,中
2421,Dah-lu[中],大呂,中
2422,dal segno {It.},連續記號；從記號處反覆,義
2423,Dalagu,答臘鼓,中
2424,Dalang,達蘭,印度
2425,damaru,達馬魯鼓,印度
2426,Damenisation {Ger.},唱名法,德
2427,damper,制音器；弱音器,英
2428,damper pedal,制音踏瓣,英
2429,Dämpfer {Ger.},制音器；弱音器,德
2430,dàn bau,獨弦琴｛越南｝,越
2431,dance form,舞曲形式,英
2432,dance music,舞樂,英
2433,dance notation,舞譜,英
2434,dance suite,舞蹈組曲,英
2435,dance {Fr.},舞蹈；舞蹈,法
2436,dance-poem,舞詩,英
2437,Dante symphonie {Ger.},但丁交響曲,德
2438,danza española {Sp.},西班牙舞曲,西
2439,Danza tedesca {It.},德國舞曲,義
2440,danza {It.},舞蹈；舞曲,義
2441,danzón {Sp.},丹頌舞曲,西
2442,darabukka,達拉布卡鼓,阿
2443,dark tone,暗音,英
2444,Darmsaite {Ger.},腸弦（絃）,德
2445,Darstellung {Ger.},表現；表演,德
2446,Daseian notation,達吉亞記譜法,英
2447,DASH,多軌數位錄音機,英
2448,Dasia Notation {Ger.},達吉亞記譜法,德
2449,Dastgah,達斯特加哈（調式）,伊
2450,dazu {Ger.},再加上…,德
2451,dead interval,死音程,英
2452,deafness,聾,英
2453,début {Fr.},初次登臺,法
2454,debutto{It.},初次登臺,義
2455,decani {Lat.},南首唱诗班,拉
2456,deceptive cadence,假終止,英
2457,deceptive resolution,假解決,英
2458,Déchant sur le livre {Fr.},歌本複音法,法
2459,déchant {Fr.},複音音樂的一種；高音聲部；高音樂器,法
2460,déchiffrage {Fr.},視奏；視唱,法
2461,decibel,分貝,英
2462,decibél {Fr.},分貝,法
2463,decibel {It.},分貝,英˙義
2464,decima {It.},十度,義
2465,decimette,十重奏；十重唱,英
2466,decimole,十連音，十連音符,英
2467,Deciso {It.},決然的；堅定的；果決的,義
2468,Decke {Ger.},面板,德
2469,Deckung {Ger.},蒙布奏的；覆蓋,德
2470,declamation {Fr.},朗誦法；朗讀法,英˙法
2471,decrescendo {It.},漸弱,義
2472,decresciuto {It.},漸弱,義
2473,decuplet,十連音，十連音符,英
2474,degree,音級,英
2475,degree of scale,音級,英
2476,degree of stave,譜級,英
2477,degrés naturels {Fr.},自然音,法
2478,Deklamation {Ger.},朗誦法,德
2479,délicat {Fr.},精緻的；微妙的,法
2480,delicato {It.},精緻的；微妙的,義
2481,delirante {It.},狂亂的；昏亂的,義
2482,delizioso{it.},甜美的；纖柔的,義
2483,démancher {Fr.},移高把位｛弦樂器｝,法
2484,demi cadence {Fr.},半終止,法
2485,demi instrument {Fr.},半管樂器,法
2486,demi jeu {Fr.},半開,法
2487,demi plié {Fr.},半蹲,法
2488,demi pointe {Fr.},半躡,法
2489,demi soupir {Fr.},八分休止符,法
2490,demi ton {Fr.},半音,法
2491,demi-pause {Fr.},二分休止符,法
2492,demi-voix {Fr.},半音量,法
2493,deminquaver rest,十六分休止符,英
2494,demiquaver,十六分音符,英
2495,demisemiquaver,三十二分音符,英
2496,demisemiquaver rest,三十二分休止符,英
2497,demütig {Ger.},謙遜的；溫和的；屈服的,德
2498,Denkmäler der Tonkunst {Ger.},音樂巨集,德
2499,Denkmäler {Ger.},巨集｛音樂｝,德
2500,dependent chord,非獨立和弦（絃）,英
2501,déploration {Fr.},悼詩（中世紀）,法
2502,derecha {Sp.},右手,西
2503,derivative chord,衍生和弦（絃）,英
2504,derivative tone,支音,英
2505,derived notes,變化音,英
2506,Des {Ger.},降D,德
2507,descant viol,最高音維奧爾琴,英
2508,descending,下行,英
2509,descriptive music,描繪音樂,英
2510,Deses {Ger.},重降Ｄ,德
2511,destro {It.},右邊,義
2512,détaché {Fr.},斷音；分弓奏法,法
2513,detached console,分離演奏台（管風琴）,英
2514,determinato {It.},決然的；堅定的,義
2515,Detonieren {Ger.},走音,德
2516,dettato musicale {It.},音樂聽寫；音樂練耳,義
2517,deuterus {Gr.},第二,希
2518,Deutlich {Ger.},明確的；清晰的,德
2519,Deutsche messe{Ger.},德國彌撒,德
2520,Deutsche Sexte {Ger.},德國增六度,德
2521,deutsche Tänze {Ger.},德國舞曲,德
2522,Deutsche {Ger.},德國舞曲,德
2523,Deutscher Tanz {Ger.},德國舞曲,德
2524,Deutsches requiem{Ger.},德國安魂曲,德
2525,deux parties {Fr.},二聲部,法
2526,deux temps {Fr.},二拍子,法
2527,deux voix {Fr.},二聲部,法
2528,deuxième octave {Fr.},小字八度音,法
2529,deuxième renversement {Fr.},第二轉位,法
2530,deuxième thème {Fr.},第二主題,法
2531,development,發展部,英
2532,dévoloppement {Fr.},發展部,法
2533,Dezibel {Ger.},分貝,德
2534,Dezime {Ger.},十度,德
2535,Dhol,多爾鼓,印度
2536,Dhrupad,多魯帕德,印度
2537,di molto {It.},很；相當的,義
2538,diabolus in musica {Lat.},魔鬼音程,拉
2539,diadtematic,音高紐姆譜,英
2540,dialogo {It.},對白；對話曲,義
2541,dialogue {Fr.},對白；對話曲,英˙法
2542,diapason de voix {Fr.},聲部音域；聲音音域,法
2543,diapason della voce {It.},聲部音域；聲音音域,義
